t, xref,zref, xact,zact 
4.650000, 1.468005, 1.214383, 1.473448, 1.219234 
4.660000, 1.467463, 1.213907, 1.472916, 1.218751 
4.670000, 1.466919, 1.213431, 1.472383, 1.218269 
4.680000, 1.466374, 1.212956, 1.471849, 1.217787 
4.690000, 1.465828, 1.212481, 1.471314, 1.217305 
4.700000, 1.465281, 1.212007, 1.470778, 1.216825 
4.710000, 1.464732, 1.211534, 1.470241, 1.216345 
4.720000, 1.464183, 1.211062, 1.469703, 1.215865 
4.730000, 1.463632, 1.210591, 1.469164, 1.215387 
4.740000, 1.463079, 1.210120, 1.468624, 1.214908 
4.750000, 1.462526, 1.209650, 1.468082, 1.214431 
4.760000, 1.461971, 1.209181, 1.467539, 1.213954 
4.770000, 1.461414, 1.208713, 1.466996, 1.213478 
4.780000, 1.460857, 1.208246, 1.466450, 1.213003 
4.790000, 1.460298, 1.207780, 1.465904, 1.212528 
4.800000, 1.459737, 1.207314, 1.465357, 1.212054 
4.810000, 1.459176, 1.206849, 1.464808, 1.211581 
4.820000, 1.458612, 1.206386, 1.464258, 1.211108 
4.830000, 1.458048, 1.205923, 1.463707, 1.210637 
4.840000, 1.457482, 1.205461, 1.463154, 1.210166 
4.850000, 1.456914, 1.205000, 1.462601, 1.209696 
4.860000, 1.456345, 1.204541, 1.462046, 1.209226 
4.870000, 1.455775, 1.204082, 1.461489, 1.208758 
4.880000, 1.455203, 1.203624, 1.460931, 1.208290 
4.890000, 1.454629, 1.203167, 1.460372, 1.207823 
4.900000, 1.454054, 1.202711, 1.459812, 1.207358 
4.910000, 1.453477, 1.202257, 1.459250, 1.206893 
4.920000, 1.452899, 1.201803, 1.458686, 1.206428 
4.930000, 1.452320, 1.201351, 1.458122, 1.205965 
4.940000, 1.451738, 1.200899, 1.457556, 1.205503 
4.950000, 1.451155, 1.200449, 1.456988, 1.205042 
4.960000, 1.450571, 1.200000, 1.456419, 1.204581 
4.970000, 1.449984, 1.199552, 1.455848, 1.204122 
4.980000, 1.449396, 1.199106, 1.455276, 1.203663 
4.990000, 1.448807, 1.198660, 1.454703, 1.203206 
5.000000, 1.448216, 1.198216, 1.454127, 1.202750 
5.010000, 1.447623, 1.197773, 1.453551, 1.202294 
5.020000, 1.447028, 1.197331, 1.452973, 1.201840 
5.030000, 1.446431, 1.196891, 1.452393, 1.201387 
5.040000, 1.445833, 1.196452, 1.451811, 1.200935 
5.050000, 1.445233, 1.196014, 1.451228, 1.200484 
5.060000, 1.444632, 1.195577, 1.450644, 1.200034 
5.070000, 1.444028, 1.195142, 1.450057, 1.199585 
5.080000, 1.443423, 1.194709, 1.449469, 1.199137 
5.090000, 1.442816, 1.194276, 1.448880, 1.198691 
5.100000, 1.442207, 1.193846, 1.448289, 1.198246 
5.110000, 1.441596, 1.193416, 1.447696, 1.197802 
5.120000, 1.440983, 1.192988, 1.447101, 1.197359 
5.130000, 1.440369, 1.192562, 1.446504, 1.196918 
5.140000, 1.439752, 1.192137, 1.445906, 1.196477 
5.150000, 1.439134, 1.191714, 1.445306, 1.196039 
5.160000, 1.438514, 1.191292, 1.444705, 1.195601 
5.170000, 1.437892, 1.190872, 1.444101, 1.195165 
5.180000, 1.437267, 1.190453, 1.443496, 1.194730 
5.190000, 1.436641, 1.190036, 1.442889, 1.194296 
5.200000, 1.436013, 1.189621, 1.442280, 1.193864 
5.210000, 1.435383, 1.189208, 1.441668, 1.193435 
5.220000, 1.434751, 1.188796, 1.441052, 1.193007 
5.230000, 1.434117, 1.188386, 1.440434, 1.192582 
5.240000, 1.433481, 1.187977, 1.439814, 1.192158 
5.250000, 1.432843, 1.187571, 1.439192, 1.191736 
5.260000, 1.432203, 1.187166, 1.438569, 1.191315 
5.270000, 1.431561, 1.186763, 1.437943, 1.190896 
5.280000, 1.430916, 1.186362, 1.437316, 1.190479 
5.290000, 1.430270, 1.185963, 1.436687, 1.190063 
5.300000, 1.429622, 1.185566, 1.436056, 1.189648 
5.310000, 1.428971, 1.185171, 1.435424, 1.189235 
5.320000, 1.428318, 1.184777, 1.434789, 1.188824 
5.330000, 1.427664, 1.184386, 1.434154, 1.188414 
5.340000, 1.427007, 1.183997, 1.433516, 1.188005 
5.350000, 1.426347, 1.183610, 1.432877, 1.187599 
5.360000, 1.425686, 1.183224, 1.432235, 1.187194 
5.370000, 1.425023, 1.182841, 1.431592, 1.186791 
5.380000, 1.424357, 1.182461, 1.430947, 1.186389 
5.390000, 1.423689, 1.182082, 1.430300, 1.185989 
5.400000, 1.423019, 1.181705, 1.429651, 1.185591 
5.410000, 1.422347, 1.181331, 1.429000, 1.185195 
5.420000, 1.421673, 1.180959, 1.428347, 1.184801 
5.430000, 1.420996, 1.180589, 1.427692, 1.184409 
5.440000, 1.420317, 1.180222, 1.427035, 1.184018 
5.450000, 1.419636, 1.179857, 1.426376, 1.183630 
5.460000, 1.418952, 1.179495, 1.425715, 1.183243 
5.470000, 1.418267, 1.179134, 1.425051, 1.182859 
5.480000, 1.417579, 1.178777, 1.424386, 1.182476 
5.490000, 1.416889, 1.178421, 1.423718, 1.182096 
5.500000, 1.416196, 1.178069, 1.423049, 1.181718 
5.510000, 1.415501, 1.177719, 1.422377, 1.181341 
5.520000, 1.414804, 1.177371, 1.421703, 1.180967 
5.530000, 1.414105, 1.177026, 1.421026, 1.180596 
5.540000, 1.413403, 1.176684, 1.420348, 1.180226 
5.550000, 1.412699, 1.176344, 1.419667, 1.179859 
5.560000, 1.411992, 1.176008, 1.418984, 1.179494 
5.570000, 1.411283, 1.175673, 1.418299, 1.179131 
5.580000, 1.410572, 1.175342, 1.417611, 1.178771 
5.590000, 1.409859, 1.175014, 1.416921, 1.178413 
5.600000, 1.409143, 1.174688, 1.416230, 1.178057 
5.610000, 1.408425, 1.174366, 1.415536, 1.177703 
5.620000, 1.407704, 1.174046, 1.414840, 1.177352 
5.630000, 1.406981, 1.173729, 1.414141, 1.177004 
5.640000, 1.406256, 1.173416, 1.413440, 1.176659 
5.650000, 1.405528, 1.173105, 1.412736, 1.176316 
5.660000, 1.404798, 1.172798, 1.412031, 1.175975 
5.670000, 1.404066, 1.172493, 1.411325, 1.175636 
5.680000, 1.403331, 1.172192, 1.410616, 1.175299 
5.690000, 1.402594, 1.171894, 1.409906, 1.174965 
5.700000, 1.401854, 1.171599, 1.409194, 1.174633 
5.710000, 1.401112, 1.171308, 1.408479, 1.174305 
5.720000, 1.400368, 1.171020, 1.407762, 1.173978 
5.730000, 1.399621, 1.170735, 1.407043, 1.173655 
5.740000, 1.398872, 1.170454, 1.406320, 1.173335 
5.750000, 1.398121, 1.170177, 1.405596, 1.173018 
5.760000, 1.397367, 1.169902, 1.404868, 1.172703 
5.770000, 1.396611, 1.169632, 1.404139, 1.172392 
5.780000, 1.395852, 1.169365, 1.403406, 1.172084 
5.790000, 1.395091, 1.169101, 1.402671, 1.171780 
5.800000, 1.394328, 1.168842, 1.401934, 1.171478 
5.810000, 1.393562, 1.168586, 1.401194, 1.171180 
5.820000, 1.392794, 1.168333, 1.400452, 1.170885 
5.830000, 1.392024, 1.168085, 1.399707, 1.170594 
5.840000, 1.391251, 1.167840, 1.398959, 1.170306 
5.850000, 1.390476, 1.167600, 1.398209, 1.170021 
5.860000, 1.389698, 1.167363, 1.397457, 1.169740 
5.870000, 1.388919, 1.167131, 1.396702, 1.169463 
5.880000, 1.388137, 1.166902, 1.395944, 1.169189 
5.890000, 1.387352, 1.166677, 1.395185, 1.168919 
5.900000, 1.386565, 1.166457, 1.394423, 1.168652 
5.910000, 1.385776, 1.166241, 1.393658, 1.168390 
5.920000, 1.384985, 1.166029, 1.392891, 1.168131 
5.930000, 1.384192, 1.165821, 1.392122, 1.167875 
5.940000, 1.383396, 1.165618, 1.391350, 1.167624 
5.950000, 1.382598, 1.165419, 1.390576, 1.167377 
5.960000, 1.381797, 1.165225, 1.389799, 1.167133 
5.970000, 1.380995, 1.165035, 1.389020, 1.166894 
5.980000, 1.380190, 1.164849, 1.388239, 1.166658 
5.990000, 1.379383, 1.164669, 1.387456, 1.166427 
6.000000, 1.378574, 1.164492, 1.386670, 1.166200 
6.010000, 1.377763, 1.164321, 1.385882, 1.165977 
6.020000, 1.376949, 1.164154, 1.385092, 1.165758 
6.030000, 1.376134, 1.163992, 1.384299, 1.165543 
6.040000, 1.375316, 1.163835, 1.383504, 1.165333 
6.050000, 1.374496, 1.163683, 1.382707, 1.165127 
6.060000, 1.373674, 1.163535, 1.381908, 1.164926 
6.070000, 1.372850, 1.163393, 1.381106, 1.164729 
6.080000, 1.372024, 1.163256, 1.380302, 1.164537 
6.090000, 1.371196, 1.163123, 1.379496, 1.164349 
6.100000, 1.370367, 1.162996, 1.378688, 1.164165 
6.110000, 1.369535, 1.162874, 1.377878, 1.163987 
6.120000, 1.368701, 1.162758, 1.377065, 1.163813 
6.130000, 1.367865, 1.162647, 1.376251, 1.163644 
6.140000, 1.367027, 1.162541, 1.375434, 1.163479 
6.150000, 1.366188, 1.162440, 1.374616, 1.163320 
6.160000, 1.365347, 1.162345, 1.373795, 1.163165 
6.170000, 1.364504, 1.162256, 1.372972, 1.163015 
6.180000, 1.363659, 1.162172, 1.372147, 1.162871 
6.190000, 1.362812, 1.162093, 1.371320, 1.162731 
6.200000, 1.361964, 1.162021, 1.370491, 1.162596 
6.210000, 1.361114, 1.161954, 1.369661, 1.162467 
6.220000, 1.360262, 1.161893, 1.368828, 1.162343 
6.230000, 1.359409, 1.161837, 1.367994, 1.162223 
6.240000, 1.358554, 1.161788, 1.367157, 1.162110 
6.250000, 1.357698, 1.161745, 1.366319, 1.162001 
6.260000, 1.356840, 1.161707, 1.365479, 1.161898 
6.270000, 1.355980, 1.161676, 1.364637, 1.161801 
6.280000, 1.355120, 1.161651, 1.363793, 1.161708 
6.290000, 1.354257, 1.161632, 1.362948, 1.161622 
6.300000, 1.353394, 1.161619, 1.362101, 1.161541 
6.310000, 1.352529, 1.161613, 1.361252, 1.161465 
6.320000, 1.351663, 1.161612, 1.360402, 1.161396 
6.330000, 1.350796, 1.161619, 1.359550, 1.161332 
6.340000, 1.349928, 1.161631, 1.358697, 1.161274 
6.350000, 1.349058, 1.161650, 1.357842, 1.161222 
6.360000, 1.348188, 1.161676, 1.356985, 1.161175 
6.370000, 1.347316, 1.161708, 1.356127, 1.161135 
6.380000, 1.346444, 1.161747, 1.355268, 1.161101 
6.390000, 1.345570, 1.161793, 1.354408, 1.161072 
6.400000, 1.344696, 1.161845, 1.353546, 1.161050 
6.410000, 1.343821, 1.161905, 1.352683, 1.161034 
6.420000, 1.342945, 1.161971, 1.351818, 1.161024 
6.430000, 1.342069, 1.162044, 1.350953, 1.161021 
6.440000, 1.341192, 1.162124, 1.350086, 1.161024 
6.450000, 1.340314, 1.162211, 1.349218, 1.161033 
6.460000, 1.339436, 1.162305, 1.348349, 1.161049 
6.470000, 1.338557, 1.162406, 1.347479, 1.161071 
6.480000, 1.337678, 1.162515, 1.346609, 1.161100 
6.490000, 1.336798, 1.162630, 1.345737, 1.161135 
6.500000, 1.335919, 1.162753, 1.344864, 1.161177 
6.510000, 1.335039, 1.162883, 1.343991, 1.161226 
6.520000, 1.334159, 1.163021, 1.343117, 1.161282 
6.530000, 1.333279, 1.163166, 1.342242, 1.161344 
6.540000, 1.332399, 1.163319, 1.341367, 1.161414 
6.550000, 1.331519, 1.163479, 1.340491, 1.161490 
6.560000, 1.330639, 1.163646, 1.339615, 1.161573 
6.570000, 1.329759, 1.163821, 1.338738, 1.161663 
6.580000, 1.328880, 1.164004, 1.337861, 1.161761 
6.590000, 1.328001, 1.164195, 1.336984, 1.161865 
6.600000, 1.327122, 1.164393, 1.336106, 1.161977 
6.610000, 1.326244, 1.164599, 1.335228, 1.162096 
6.620000, 1.325367, 1.164813, 1.334350, 1.162223 
6.630000, 1.324490, 1.165035, 1.333472, 1.162356 
6.640000, 1.323614, 1.165264, 1.332594, 1.162497 
6.650000, 1.322739, 1.165502, 1.331716, 1.162646 
6.660000, 1.321865, 1.165748, 1.330838, 1.162802 
6.670000, 1.320992, 1.166001, 1.329961, 1.162966 
6.680000, 1.320120, 1.166263, 1.329084, 1.163137 
6.690000, 1.319249, 1.166533, 1.328207, 1.163316 
6.700000, 1.318380, 1.166810, 1.327331, 1.163502 
6.710000, 1.317511, 1.167097, 1.326455, 1.163697 
6.720000, 1.316645, 1.167391, 1.325580, 1.163899 
6.730000, 1.315779, 1.167693, 1.324705, 1.164109 
6.740000, 1.314916, 1.168004, 1.323832, 1.164327 
6.750000, 1.314054, 1.168323, 1.322959, 1.164552 
6.760000, 1.313194, 1.168650, 1.322087, 1.164786 
6.770000, 1.312336, 1.168986, 1.321215, 1.165028 
6.780000, 1.311480, 1.169330, 1.320344, 1.165278 
6.790000, 1.310626, 1.169683, 1.319473, 1.165537 
6.800000, 1.309775, 1.170044, 1.318604, 1.165803 
6.810000, 1.308926, 1.170413, 1.317736, 1.166077 
6.820000, 1.308079, 1.170791, 1.316869, 1.166360 
6.830000, 1.307234, 1.171177, 1.316005, 1.166650 
6.840000, 1.306393, 1.171572, 1.315142, 1.166948 
6.850000, 1.305554, 1.171975, 1.314281, 1.167254 
6.860000, 1.304718, 1.172387, 1.313423, 1.167567 
6.870000, 1.303885, 1.172807, 1.312567, 1.167889 
6.880000, 1.303055, 1.173236, 1.311713, 1.168219 
6.890000, 1.302228, 1.173674, 1.310863, 1.168557 
6.900000, 1.301405, 1.174120, 1.310015, 1.168904 
6.910000, 1.300585, 1.174574, 1.309169, 1.169259 
6.920000, 1.299768, 1.175038, 1.308327, 1.169623 
6.930000, 1.298955, 1.175510, 1.307486, 1.169996 
6.940000, 1.298146, 1.175990, 1.306649, 1.170377 
6.950000, 1.297341, 1.176479, 1.305814, 1.170768 
6.960000, 1.296539, 1.176977, 1.304981, 1.171168 
6.970000, 1.295742, 1.177483, 1.304152, 1.171576 
6.980000, 1.294949, 1.177998, 1.303325, 1.171993 
6.990000, 1.294160, 1.178521, 1.302502, 1.172419 
7.000000, 1.293376, 1.179053, 1.301683, 1.172854 
7.010000, 1.292596, 1.179594, 1.300866, 1.173298 
7.020000, 1.291821, 1.180143, 1.300054, 1.173750 
7.030000, 1.291051, 1.180700, 1.299244, 1.174211 
7.040000, 1.290286, 1.181266, 1.298439, 1.174682 
7.050000, 1.289525, 1.181841, 1.297637, 1.175160 
7.060000, 1.288770, 1.182424, 1.296839, 1.175648 
7.070000, 1.288020, 1.183016, 1.296045, 1.176145 
7.080000, 1.287276, 1.183616, 1.295255, 1.176650 
7.090000, 1.286537, 1.184224, 1.294469, 1.177165 
7.100000, 1.285804, 1.184841, 1.293688, 1.177688 
7.110000, 1.285077, 1.185466, 1.292911, 1.178219 
7.120000, 1.284355, 1.186099, 1.292139, 1.178760 
7.130000, 1.283639, 1.186741, 1.291372, 1.179309 
7.140000, 1.282930, 1.187391, 1.290610, 1.179867 
7.150000, 1.282227, 1.188049, 1.289852, 1.180433 
7.160000, 1.281530, 1.188715, 1.289100, 1.181009 
7.170000, 1.280840, 1.189389, 1.288353, 1.181592 
7.180000, 1.280157, 1.190071, 1.287612, 1.182185 
7.190000, 1.279480, 1.190762, 1.286876, 1.182786 
7.200000, 1.278810, 1.191460, 1.286146, 1.183395 
7.210000, 1.278147, 1.192166, 1.285421, 1.184013 
7.220000, 1.277491, 1.192880, 1.284702, 1.184639 
7.230000, 1.276843, 1.193602, 1.283990, 1.185274 
7.240000, 1.276201, 1.194332, 1.283283, 1.185917 
7.250000, 1.275568, 1.195069, 1.282583, 1.186568 
7.260000, 1.274942, 1.195814, 1.281888, 1.187228 
7.270000, 1.274323, 1.196566, 1.281201, 1.187896 
7.280000, 1.273713, 1.197326, 1.280520, 1.188573 
7.290000, 1.273110, 1.198093, 1.279846, 1.189257 
7.300000, 1.272516, 1.198868, 1.279178, 1.189950 
7.310000, 1.271930, 1.199649, 1.278518, 1.190650 
7.320000, 1.271352, 1.200438, 1.277865, 1.191359 
7.330000, 1.270783, 1.201234, 1.277219, 1.192076 
7.340000, 1.270222, 1.202037, 1.276580, 1.192800 
7.350000, 1.269669, 1.202847, 1.275949, 1.193533 
7.360000, 1.269126, 1.203663, 1.275325, 1.194273 
7.370000, 1.268591, 1.204487, 1.274709, 1.195021 
7.380000, 1.268066, 1.205317, 1.274101, 1.195777 
7.390000, 1.267549, 1.206153, 1.273501, 1.196540 
7.400000, 1.267042, 1.206996, 1.272909, 1.197311 
7.410000, 1.266544, 1.207845, 1.272325, 1.198089 
7.420000, 1.266056, 1.208701, 1.271749, 1.198875 
7.430000, 1.265577, 1.209562, 1.271181, 1.199668 
7.440000, 1.265108, 1.210430, 1.270622, 1.200468 
7.450000, 1.264648, 1.211303, 1.270072, 1.201276 
7.460000, 1.264198, 1.212182, 1.269530, 1.202091 
7.470000, 1.263758, 1.213067, 1.268997, 1.202912 
7.480000, 1.263329, 1.213958, 1.268473, 1.203741 
7.490000, 1.262909, 1.214854, 1.267958, 1.204576 
7.500000, 1.262500, 1.215755, 1.267453, 1.205418 
7.510000, 1.262101, 1.216662, 1.266956, 1.206267 
7.520000, 1.261712, 1.217573, 1.266470, 1.207122 
7.530000, 1.261334, 1.218490, 1.265992, 1.207983 
7.540000, 1.260966, 1.219411, 1.265525, 1.208851 
7.550000, 1.260609, 1.220337, 1.265067, 1.209725 
7.560000, 1.260263, 1.221268, 1.264619, 1.210605 
7.570000, 1.259927, 1.222203, 1.264181, 1.211492 
7.580000, 1.259602, 1.223142, 1.263753, 1.212384 
7.590000, 1.259289, 1.224085, 1.263335, 1.213282 
7.600000, 1.258986, 1.225033, 1.262927, 1.214186 
7.610000, 1.258695, 1.225984, 1.262529, 1.215095 
7.620000, 1.258414, 1.226940, 1.262142, 1.216010 
7.630000, 1.258145, 1.227898, 1.261765, 1.216930 
7.640000, 1.257887, 1.228861, 1.261398, 1.217856 
7.650000, 1.257641, 1.229826, 1.261042, 1.218786 
7.660000, 1.257406, 1.230795, 1.260697, 1.219722 
7.670000, 1.257182, 1.231767, 1.260362, 1.220663 
7.680000, 1.256970, 1.232741, 1.260038, 1.221608 
7.690000, 1.256770, 1.233719, 1.259725, 1.222558 
7.700000, 1.256581, 1.234699, 1.259423, 1.223512 
7.710000, 1.256404, 1.235681, 1.259131, 1.224471 
7.720000, 1.256238, 1.236666, 1.258851, 1.225434 
7.730000, 1.256085, 1.237652, 1.258582, 1.226401 
7.740000, 1.255943, 1.238641, 1.258324, 1.227372 
7.750000, 1.255812, 1.239632, 1.258077, 1.228347 
7.760000, 1.255694, 1.240624, 1.257841, 1.229325 
7.770000, 1.255588, 1.241618, 1.257617, 1.230307 
7.780000, 1.255493, 1.242613, 1.257404, 1.231292 
7.790000, 1.255411, 1.243609, 1.257202, 1.232281 
7.800000, 1.255340, 1.244606, 1.257011, 1.233273 
7.810000, 1.255281, 1.245604, 1.256833, 1.234267 
7.820000, 1.255234, 1.246603, 1.256665, 1.235264 
7.830000, 1.255200, 1.247602, 1.256510, 1.236264 
7.840000, 1.255177, 1.248602, 1.256366, 1.237266 
7.850000, 1.255166, 1.249602, 1.256234, 1.238270 
7.860000, 1.255167, 1.250602, 1.256113, 1.239276 
7.870000, 1.255181, 1.251602, 1.256004, 1.240285 
7.880000, 1.255206, 1.252601, 1.255907, 1.241295 
7.890000, 1.255243, 1.253601, 1.255822, 1.242306 
7.900000, 1.255292, 1.254599, 1.255749, 1.243319 
7.910000, 1.255353, 1.255597, 1.255688, 1.244333 
7.920000, 1.255426, 1.256594, 1.255639, 1.245348 
7.930000, 1.255511, 1.257590, 1.255601, 1.246363 
7.940000, 1.255608, 1.258585, 1.255576, 1.247380 
7.950000, 1.255717, 1.259578, 1.255562, 1.248397 
7.960000, 1.255838, 1.260570, 1.255560, 1.249414 
7.970000, 1.255971, 1.261560, 1.255569, 1.250432 
7.980000, 1.256115, 1.262549, 1.255591, 1.251450 
7.990000, 1.256271, 1.263535, 1.255624, 1.252468 
8.000000, 1.256439, 1.264519, 1.255669, 1.253486 
8.010000, 1.256619, 1.265501, 1.255726, 1.254503 
8.020000, 1.256810, 1.266480, 1.255795, 1.255519 
8.030000, 1.257013, 1.267457, 1.255876, 1.256535 
8.040000, 1.257227, 1.268431, 1.255968, 1.257549 
8.050000, 1.257453, 1.269403, 1.256073, 1.258563 
8.060000, 1.257690, 1.270371, 1.256189, 1.259575 
8.070000, 1.257939, 1.271336, 1.256317, 1.260586 
8.080000, 1.258199, 1.272297, 1.256456, 1.261595 
8.090000, 1.258471, 1.273255, 1.256609, 1.262602 
8.100000, 1.258753, 1.274210, 1.256773, 1.263606 
8.110000, 1.259047, 1.275160, 1.256949, 1.264609 
8.120000, 1.259352, 1.276107, 1.257137, 1.265608 
8.130000, 1.259668, 1.277050, 1.257336, 1.266606 
8.140000, 1.259995, 1.277988, 1.257547, 1.267600 
8.150000, 1.260332, 1.278922, 1.257769, 1.268592 
8.160000, 1.260681, 1.279852, 1.258002, 1.269580 
8.170000, 1.261040, 1.280777, 1.258246, 1.270566 
8.180000, 1.261410, 1.281697, 1.258501, 1.271548 
8.190000, 1.261790, 1.282613, 1.258767, 1.272526 
8.200000, 1.262181, 1.283524, 1.259044, 1.273501 
8.210000, 1.262582, 1.284429, 1.259332, 1.274472 
8.220000, 1.262994, 1.285329, 1.259631, 1.275440 
8.230000, 1.263415, 1.286224, 1.259942, 1.276403 
8.240000, 1.263847, 1.287113, 1.260263, 1.277362 
8.250000, 1.264289, 1.287997, 1.260596, 1.278316 
8.260000, 1.264741, 1.288875, 1.260939, 1.279266 
8.270000, 1.265202, 1.289748, 1.261293, 1.280212 
8.280000, 1.265674, 1.290614, 1.261657, 1.281153 
8.290000, 1.266155, 1.291474, 1.262032, 1.282090 
8.300000, 1.266645, 1.292328, 1.262418, 1.283022 
8.310000, 1.267145, 1.293176, 1.262813, 1.283948 
8.320000, 1.267654, 1.294018, 1.263219, 1.284870 
8.330000, 1.268172, 1.294853, 1.263635, 1.285786 
8.340000, 1.268700, 1.295682, 1.264061, 1.286697 
8.350000, 1.269236, 1.296504, 1.264497, 1.287603 
8.360000, 1.269781, 1.297319, 1.264942, 1.288503 
8.370000, 1.270335, 1.298127, 1.265398, 1.289397 
8.380000, 1.270898, 1.298929, 1.265863, 1.290286 
8.390000, 1.271469, 1.299723, 1.266337, 1.291169 
8.400000, 1.272049, 1.300511, 1.266820, 1.292046 
8.410000, 1.272636, 1.301291, 1.267313, 1.292916 
8.420000, 1.273233, 1.302064, 1.267815, 1.293781 
8.430000, 1.273837, 1.302829, 1.268326, 1.294639 
8.440000, 1.274449, 1.303588, 1.268846, 1.295490 
8.450000, 1.275069, 1.304339, 1.269375, 1.296335 
8.460000, 1.275696, 1.305082, 1.269912, 1.297173 
8.470000, 1.276331, 1.305817, 1.270459, 1.298004 
8.480000, 1.276974, 1.306545, 1.271014, 1.298828 
8.490000, 1.277624, 1.307266, 1.271578, 1.299645 
8.500000, 1.278281, 1.307978, 1.272151, 1.300454 
8.510000, 1.278946, 1.308683, 1.272732, 1.301257 
8.520000, 1.279617, 1.309379, 1.273321, 1.302051 
8.530000, 1.280295, 1.310068, 1.273918, 1.302839 
8.540000, 1.280980, 1.310749, 1.274523, 1.303618 
8.550000, 1.281672, 1.311422, 1.275136, 1.304390 
8.560000, 1.282370, 1.312086, 1.275756, 1.305154 
8.570000, 1.283074, 1.312742, 1.276385, 1.305911 
8.580000, 1.283785, 1.313391, 1.277022, 1.306659 
8.590000, 1.284501, 1.314031, 1.277665, 1.307399 
8.600000, 1.285224, 1.314662, 1.278316, 1.308132 
8.610000, 1.285953, 1.315286, 1.278973, 1.308857 
8.620000, 1.286687, 1.315901, 1.279638, 1.309573 
8.630000, 1.287427, 1.316507, 1.280309, 1.310281 
8.640000, 1.288173, 1.317106, 1.280987, 1.310981 
8.650000, 1.288924, 1.317695, 1.281671, 1.311673 
8.660000, 1.289680, 1.318277, 1.282362, 1.312356 
8.670000, 1.290441, 1.318850, 1.283060, 1.313031 
8.680000, 1.291207, 1.319414, 1.283763, 1.313698 
8.690000, 1.291979, 1.319970, 1.284473, 1.314356 
8.700000, 1.292755, 1.320517, 1.285189, 1.315005 
8.710000, 1.293535, 1.321056, 1.285911, 1.315646 
8.720000, 1.294320, 1.321586, 1.286639, 1.316278 
8.730000, 1.295110, 1.322108, 1.287372, 1.316901 
8.740000, 1.295904, 1.322621, 1.288111, 1.317516 
8.750000, 1.296702, 1.323125, 1.288855, 1.318122 
8.760000, 1.297504, 1.323621, 1.289605, 1.318720 
8.770000, 1.298310, 1.324109, 1.290360, 1.319308 
8.780000, 1.299120, 1.324587, 1.291120, 1.319888 
8.790000, 1.299934, 1.325057, 1.291885, 1.320459 
8.800000, 1.300751, 1.325519, 1.292655, 1.321021 
8.810000, 1.301572, 1.325972, 1.293429, 1.321574 
8.820000, 1.302396, 1.326416, 1.294209, 1.322118 
8.830000, 1.303224, 1.326852, 1.294992, 1.322654 
8.840000, 1.304054, 1.327279, 1.295781, 1.323180 
8.850000, 1.304888, 1.327698, 1.296573, 1.323698 
8.860000, 1.305725, 1.328108, 1.297370, 1.324207 
8.870000, 1.306564, 1.328509, 1.298170, 1.324707 
8.880000, 1.307406, 1.328902, 1.298975, 1.325198 
8.890000, 1.308251, 1.329287, 1.299783, 1.325680 
8.900000, 1.309098, 1.329663, 1.300595, 1.326153 
8.910000, 1.309948, 1.330031, 1.301411, 1.326618 
8.920000, 1.310800, 1.330390, 1.302231, 1.327073 
8.930000, 1.311654, 1.330741, 1.303055, 1.327519 
8.940000, 1.312511, 1.331083, 1.303882, 1.327956 
8.950000, 1.313369, 1.331417, 1.304713, 1.328384 
8.960000, 1.314230, 1.331743, 1.305546, 1.328804 
8.970000, 1.315092, 1.332060, 1.306383, 1.329215 
8.980000, 1.315956, 1.332369, 1.307222, 1.329616 
8.990000, 1.316821, 1.332670, 1.308063, 1.330010 
9.000000, 1.317688, 1.332962, 1.308907, 1.330394 
9.010000, 1.318557, 1.333247, 1.309753, 1.330770 
9.020000, 1.319426, 1.333523, 1.310602, 1.331137 
9.030000, 1.320297, 1.333791, 1.311453, 1.331495 
9.040000, 1.321170, 1.334051, 1.312305, 1.331845 
9.050000, 1.322043, 1.334303, 1.313160, 1.332186 
9.060000, 1.322917, 1.334547, 1.314017, 1.332519 
9.070000, 1.323793, 1.334783, 1.314875, 1.332843 
9.080000, 1.324669, 1.335011, 1.315735, 1.333158 
9.090000, 1.325546, 1.335231, 1.316597, 1.333465 
9.100000, 1.326423, 1.335444, 1.317460, 1.333764 
9.110000, 1.327301, 1.335648, 1.318325, 1.334055 
9.120000, 1.328180, 1.335845, 1.319191, 1.334337 
9.130000, 1.329059, 1.336034, 1.320058, 1.334611 
9.140000, 1.329938, 1.336215, 1.320927, 1.334877 
9.150000, 1.330818, 1.336389, 1.321797, 1.335135 
9.160000, 1.331698, 1.336555, 1.322668, 1.335384 
9.170000, 1.332578, 1.336713, 1.323540, 1.335626 
9.180000, 1.333458, 1.336864, 1.324412, 1.335860 
9.190000, 1.334338, 1.337008, 1.325286, 1.336085 
9.200000, 1.335218, 1.337144, 1.326160, 1.336303 
9.210000, 1.336098, 1.337272, 1.327035, 1.336512 
9.220000, 1.336978, 1.337394, 1.327910, 1.336714 
9.230000, 1.337857, 1.337508, 1.328786, 1.336908 
9.240000, 1.338736, 1.337615, 1.329662, 1.337094 
9.250000, 1.339615, 1.337715, 1.330539, 1.337272 
9.260000, 1.340493, 1.337807, 1.331415, 1.337442 
9.270000, 1.341370, 1.337893, 1.332292, 1.337604 
9.280000, 1.342247, 1.337972, 1.333170, 1.337759 
9.290000, 1.343124, 1.338043, 1.334047, 1.337906 
9.300000, 1.343999, 1.338108, 1.334924, 1.338045 
